wanikani	word	reading	sense 1	sense 2	sense 3	url
50	検疫	けんえき	quarantine, medical inspection	Quarantine		http://jisho.org/word/%E6%A4%9C%E7%96%AB
50	軌跡	きせき	tire track	traces of a person or thing, path one has taken	locus	http://jisho.org/word/%E8%BB%8C%E8%B7%A1
50	堰	せき	dam, weir, barrier, sluice	Weir		http://jisho.org/word/%E5%A0%B0
50	奮起	ふんき	stirring, rousing oneself			http://jisho.org/word/%E5%A5%AE%E8%B5%B7
50	表彰	ひょうしょう	(official) commendation, public recognition (of someone's achievements, good deeds, etc.), awarding, honouring			http://jisho.org/word/%E8%A1%A8%E5%BD%B0
50	連峰	れんぽう	mountain range			http://jisho.org/word/%E9%80%A3%E5%B3%B0
50	空洞	くうどう	cave, hollow, cavity	hollow		http://jisho.org/word/%E7%A9%BA%E6%B4%9E
50	壮年	そうねん	prime of life			http://jisho.org/word/%E5%A3%AE%E5%B9%B4
50	堤	つつみ	bank, embankment, dike			http://jisho.org/word/%E5%A0%A4
50	洞	ほら	hollow, cavity, hole, cave			http://jisho.org/word/%E6%B4%9E
50	皇后	こうごう	(Japanese) empress, queen			http://jisho.org/word/%E7%9A%87%E5%90%8E
50	把	わ	counter for bundles			http://jisho.org/word/%E6%8A%8A
50	淀川		Yodo River			http://jisho.org/word/%E6%B7%80%E5%B7%9D
50	仰天	ぎょうてん	being amazed, being horrified, being taken aback			http://jisho.org/word/%E4%BB%B0%E5%A4%A9
50	殴り合い	なぐりあい	fist fight			http://jisho.org/word/%E6%AE%B4%E3%82%8A%E5%90%88%E3%81%84
50	搬出	はんしゅつ	carrying out (esp. heavy objects, artwork, furniture), taking out			http://jisho.org/word/%E6%90%AC%E5%87%BA
50	伯	はく	count, earl	chief official of the Department of Worship (under the ritsuryō system)	Brazil	http://jisho.org/word/%E4%BC%AF
50	殴り込み	なぐりこみ	raid, attack, assault			http://jisho.org/word/%E6%AE%B4%E3%82%8A%E8%BE%BC%E3%81%BF
50	翻意	ほんい	changing one's mind			http://jisho.org/word/%E7%BF%BB%E6%84%8F
50	水晶	すいしょう	(rock) crystal, high purity quartz			http://jisho.org/word/%E6%B0%B4%E6%99%B6
50	麻布	あさぬの	hemp cloth, linen	Azabu		http://jisho.org/word/%E9%BA%BB%E5%B8%83
50	鬱気	うっき	gloomy, melancholy			http://jisho.org/word/%E9%AC%B1%E6%B0%97
50	亭	てい	arbor, arbour, bower, pavilion	suffix forming the final part of the pseudonyms of some writers and performers	suffix forming the final part of the name of a restaurant	http://jisho.org/word/%E4%BA%AD
51	洗濯機	せんたくき	washing machine, (clothes) washer	Washing machine		http://jisho.org/word/%E6%B4%97%E6%BF%AF%E6%A9%9F
51	玄米	げんまい	unpolished rice, unmilled rice, brown rice	Brown rice		http://jisho.org/word/%E7%8E%84%E7%B1%B3
51	慈悲	じひ	mercy, compassion, clemency, pity, charity, benevolence	rufous hawk-cuckoo, northern hawk-cuckoo	Karuṇā	http://jisho.org/word/%E6%85%88%E6%82%B2
51	注釈	ちゅうしゃく	notes, comment, remark, annotation	Annotation		http://jisho.org/word/%E6%B3%A8%E9%87%88
51	片隅	かたすみ	corner, nook	Katasumi		http://jisho.org/word/%E7%89%87%E9%9A%85
51	山頂	さんちょう	summit (of a mountain)			http://jisho.org/word/%E5%B1%B1%E9%A0%82
51	慈善	じぜん	charity, philanthropy			http://jisho.org/word/%E6%85%88%E5%96%84
51	釈明	しゃくめい	explanation, vindication			http://jisho.org/word/%E9%87%88%E6%98%8E
51	潤い	うるおい	moisture, damp, wetness	richness, warmth, interest, taste, charm	financial leeway, gains, profit	http://jisho.org/word/%E6%BD%A4%E3%81%84
51	隅々	すみずみ	every corner, every nook and cranny, all the ins and outs			http://jisho.org/word/%E9%9A%85%E3%80%85
51	喚起	かんき	arousal, excitation, awakening, evocation			http://jisho.org/word/%E5%96%9A%E8%B5%B7
51	会釈	えしゃく	slight bow (as a greeting or sign of gratitude), nod, salutation	consideration, thoughtfulness		http://jisho.org/word/%E4%BC%9A%E9%87%88
51	偉人	いじん	great person, eminent figure			http://jisho.org/word/%E5%81%89%E4%BA%BA
51	喚く	わめく	to shout, to cry (out), to yell, to scream, to clamour			http://jisho.org/word/%E5%96%9A%E3%81%8F
51	聡明	そうめい	wise, sagacious, intelligent, sensible			http://jisho.org/word/%E8%81%A1%E6%98%8E
51	召喚	しょうかん	summons, citation, subpoena, arraigning, summoning, calling			http://jisho.org/word/%E5%8F%AC%E5%96%9A
51	慈愛	じあい	affection (esp. parental), love, fondness			http://jisho.org/word/%E6%85%88%E6%84%9B
51	隻	せき	counter for ships (large boats)	counter for half of a pair (e.g. half of a folding screen)	counter for fish, birds, arrows, etc.	http://jisho.org/word/%E9%9A%BB
51	洗濯屋	せんたくや	laundry, laundromat, launderette			http://jisho.org/word/%E6%B4%97%E6%BF%AF%E5%B1%8B
51	聡い	さとい	clever, smart	sharp (ear, etc.), sensitive, discerning		http://jisho.org/word/%E8%81%A1%E3%81%84
51	軟禁	なんきん	house arrest	House arrest		http://jisho.org/word/%E8%BB%9F%E7%A6%81
51	火炎瓶	かえんびん	Molotov cocktail, petrol bomb, gasoline bomb	Molotov cocktail		http://jisho.org/word/%E7%81%AB%E7%82%8E%E7%93%B6
51	公邸	こうてい	official residence			http://jisho.org/word/%E5%85%AC%E9%82%B8
51	浦	うら	inlet	seashore, beach		http://jisho.org/word/%E6%B5%A6
51	官邸	かんてい	official residence (e.g. of the prime minister)			http://jisho.org/word/%E5%AE%98%E9%82%B8
51	樹脂	じゅし	resin, rosin			http://jisho.org/word/%E6%A8%B9%E8%84%82
51	私邸	してい	private residence			http://jisho.org/word/%E7%A7%81%E9%82%B8
51	渦中	かちゅう	vortex, maelstrom, whirlpool	(in the middle of a) scandal, controversy, quarrel, turmoil		http://jisho.org/word/%E6%B8%A6%E4%B8%AD
51	蓮華	れんげ	lotus flower	Chinese milk vetch (Astragalus sinicus)	china spoon	http://jisho.org/word/%E8%93%AE%E8%8F%AF
51	焦燥	しょうそう	impatience, irritation, frustration, fretfulness			http://jisho.org/word/%E7%84%A6%E7%87%A5
51	四隅	よすみ	four corners	four ordinal directions		http://jisho.org/word/%E5%9B%9B%E9%9A%85
51	枯渇	こかつ	drying up, running dry	running out, being exhausted, being drained		http://jisho.org/word/%E6%9E%AF%E6%B8%87
51	邸内	ていない	grounds, premises			http://jisho.org/word/%E9%82%B8%E5%86%85
51	愛媛県	えひめけん	Ehime Prefecture (Shikoku)	Ehime Prefecture	Ehime Prefecture	http://jisho.org/word/%E6%84%9B%E5%AA%9B%E7%9C%8C
51	沸点	ふってん	boiling point	Boiling point		http://jisho.org/word/%E6%B2%B8%E7%82%B9
51	塚	つか	mound, heap, hillock	burial mound, tomb, tumulus, barrow, gravesite	standing stone, stone signpost, roadside stone statue	http://jisho.org/word/%E5%A1%9A
51	不貞	ふてい	unfaithfulness, infidelity, unchastity			http://jisho.org/word/%E4%B8%8D%E8%B2%9E
51	洗濯粉	せんたくこ	detergent			http://jisho.org/word/%E6%B4%97%E6%BF%AF%E7%B2%89
51	貞節	ていせつ	chastity, fidelity, faithfulness, virtue			http://jisho.org/word/%E8%B2%9E%E7%AF%80
51	貞操	ていそう	chastity, virtue, fidelity			http://jisho.org/word/%E8%B2%9E%E6%93%8D
52	日没	にちぼつ	sunset	Sunset		http://jisho.org/word/%E6%97%A5%E6%B2%A1
52	狩猟	しゅりょう	hunting	Hunting		http://jisho.org/word/%E7%8B%A9%E7%8C%9F
52	覇権	はけん	hegemony	Hegemony		http://jisho.org/word/%E8%A6%87%E6%A8%A9
52	鎖国	さこく	national isolation, closing the country (to foreigners)	sakoku, policy of national isolation enacted by the Tokugawa shogunate	Sakoku	http://jisho.org/word/%E9%8E%96%E5%9B%BD
52	不祥事	ふしょうじ	scandal, impropriety, misconduct	Scandal		http://jisho.org/word/%E4%B8%8D%E7%A5%A5%E4%BA%8B
52	猟犬	りょうけん	hound, hunting dog, gun dog	Hunting dog		http://jisho.org/word/%E7%8C%9F%E7%8A%AC
52	恒星	こうせい	star	Star		http://jisho.org/word/%E6%81%92%E6%98%9F
52	没頭	ぼっとう	immersing oneself in, being absorbed in, devoting oneself to, giving oneself up entirely to			http://jisho.org/word/%E6%B2%A1%E9%A0%AD
52	擁護	ようご	protection, defence, support, safeguarding, championship, vindication			http://jisho.org/word/%E6%93%81%E8%AD%B7
52	陳述	ちんじゅつ	statement, declaration			http://jisho.org/word/%E9%99%B3%E8%BF%B0
52	一貫	いっかん	consistency, coherence, integration	one kan (approx. 3.75 kg)	one piece of sushi	http://jisho.org/word/%E4%B8%80%E8%B2%AB
52	必須	ひっす	indispensable, essential, requisite, required, compulsory, necessary			http://jisho.org/word/%E5%BF%85%E9%A0%88
52	示唆	しさ	suggestion, hint, implication			http://jisho.org/word/%E7%A4%BA%E5%94%86
52	慢性	まんせい	chronic (illness)			http://jisho.org/word/%E6%85%A2%E6%80%A7
52	倫理	りんり	ethics, morals			http://jisho.org/word/%E5%80%AB%E7%90%86
52	陥落	かんらく	subsidence, sinking, cave-in, collapse, falling in	fall (of a city, fortress, etc.), surrender	fall (in position, rank, etc.), demotion	http://jisho.org/word/%E9%99%A5%E8%90%BD
52	陳情	ちんじょう	petition, appeal			http://jisho.org/word/%E9%99%B3%E6%83%85
52	連鎖	れんさ	chain, series, connection	linkage		http://jisho.org/word/%E9%80%A3%E9%8E%96
52	連覇	れんぱ	successive championships			http://jisho.org/word/%E9%80%A3%E8%A6%87
52	発祥	はっしょう	origin	appearance of an auspicious sign that one will receive a divine mandate to becoming emperor	birth of an emperor or his ancestors	http://jisho.org/word/%E7%99%BA%E7%A5%A5
52	噴射	ふんしゃ	jet, spray, emission, spouting	rocket propulsion, jet propulsion		http://jisho.org/word/%E5%99%B4%E5%B0%84
52	怠惰	たいだ	lazy, idle, indolent, slothful			http://jisho.org/word/%E6%80%A0%E6%83%B0
52	陥る	おちいる	to fall into (e.g. a hole)	to fall into (chaos, depression, dilemma, illness, etc.)	to fall into (a trap, etc.)	http://jisho.org/word/%E9%99%A5%E3%82%8B
52	猟師	りょうし	hunter, huntsman	Ryoushi		http://jisho.org/word/%E7%8C%9F%E5%B8%AB
52	貫通	かんつう	passing through (of a tunnel, bullet, etc.), going (right) through, penetrating, piercing	being well versed (in)		http://jisho.org/word/%E8%B2%AB%E9%80%9A
52	惰性	だせい	force of habit	inertia		http://jisho.org/word/%E6%83%B0%E6%80%A7
52	冷遇	れいぐう	cold reception, inhospitality			http://jisho.org/word/%E5%86%B7%E9%81%87
52	貫徹	かんてつ	accomplishment, realization, attainment, fulfillment, achievement	penetration, pervasion		http://jisho.org/word/%E8%B2%AB%E5%BE%B9
52	埋没	まいぼつ	being buried	remaining unknown, being forgotten	being absorbed (e.g. in research), being immersed	http://jisho.org/word/%E5%9F%8B%E6%B2%A1
52	緩慢	かんまん	slow, sluggish, dull	lax, sloppy, lenient		http://jisho.org/word/%E7%B7%A9%E6%85%A2
52	遭遇	そうぐう	encounter, running into, meeting with (e.g. an accident), being confronted with (e.g. a difficulty)			http://jisho.org/word/%E9%81%AD%E9%81%87
52	孤島	ことう	solitary island, isolated island			http://jisho.org/word/%E5%AD%A4%E5%B3%B6
52	覇気	はき	spirit, drive, vigour, vigor	ambition, aspiration		http://jisho.org/word/%E8%A6%87%E6%B0%97
52	芳香	ほうこう	perfume, fragrance, aroma, balm, sweet scent			http://jisho.org/word/%E8%8A%B3%E9%A6%99
52	出没	しゅつぼつ	making frequent appearances, appearing often, appearing and disappearing			http://jisho.org/word/%E5%87%BA%E6%B2%A1
52	猟	りょう	hunting, shooting	game, quarry		http://jisho.org/word/%E7%8C%9F
52	隼	はやぶさ	falcon (esp. the peregrine falcon, Falco peregrinus)	Peregrine Falcon		http://jisho.org/word/%E9%9A%BC
52	恒久	こうきゅう	permanence, perpetuity			http://jisho.org/word/%E6%81%92%E4%B9%85
52	恒常	こうじょう	constancy, permanence			http://jisho.org/word/%E6%81%92%E5%B8%B8
52	陥没	かんぼつ	cave-in, collapse, sinking, depression (e.g. of the skull), subsidence			http://jisho.org/word/%E9%99%A5%E6%B2%A1
52	処遇	しょぐう	treatment (of a person), dealing with			http://jisho.org/word/%E5%87%A6%E9%81%87
52	噴煙	ふんえん	(eruption of) smoke			http://jisho.org/word/%E5%99%B4%E7%85%99
52	戦没	せんぼつ	death in battle, killed in action			http://jisho.org/word/%E6%88%A6%E6%B2%A1
52	制覇	せいは	conquest, domination, supremacy, mastery	winning (a championship)		http://jisho.org/word/%E5%88%B6%E8%A6%87
52	密猟	みつりょう	poaching			http://jisho.org/word/%E5%AF%86%E7%8C%9F
52	没後	ぼつご	after death, posthumously			http://jisho.org/word/%E6%B2%A1%E5%BE%8C
52	優遇	ゆうぐう	favorable treatment, favourable treatment, hospitality, warm reception, good treatment, hearty welcome			http://jisho.org/word/%E5%84%AA%E9%81%87
52	擁立	ようりつ	backing (for a position), giving support to, helping (someone) to a position			http://jisho.org/word/%E6%93%81%E7%AB%8B
52	恒例	こうれい	established practice, custom			http://jisho.org/word/%E6%81%92%E4%BE%8B
52	覇者	はしゃ	supreme ruler, conqueror	champion, winner, titleholder		http://jisho.org/word/%E8%A6%87%E8%80%85
52	陳腐	ちんぷ	stale, hackneyed, cliched			http://jisho.org/word/%E9%99%B3%E8%85%90
52	偏狭	へんきょう	narrow-mindedness, intolerance, illiberality, narrowness			http://jisho.org/word/%E5%81%8F%E7%8B%AD
52	殊勝	しゅしょう	admirable, laudable			http://jisho.org/word/%E6%AE%8A%E5%8B%9D
52	偏食	へんしょく	unbalanced diet			http://jisho.org/word/%E5%81%8F%E9%A3%9F
52	突貫	とっかん	charging (at the enemy) with a shout, rush	rushing (an activity), working at full speed	penetration, piercing	http://jisho.org/word/%E7%AA%81%E8%B2%AB
52	抱擁	ほうよう	embrace, hug, holding in one's arms			http://jisho.org/word/%E6%8A%B1%E6%93%81
52	茨	いばら	thorny shrub	wild rose, briar	thorn	http://jisho.org/word/%E8%8C%A8
52	貫	かん	kan (obs. unit of weight, approx. 3.75 kg, 8.3 lb)	kan (obs. unit of currency, equiv. to 1000 mon in the Edo period; col. 10 mon in the Meiji period)	counter for pieces of sushi	http://jisho.org/word/%E8%B2%AB
52	没	ぼつ	death	rejection (of a manuscript, etc.)	lacking, without	http://jisho.org/word/%E6%B2%A1
52	芳しい	かんばしい	sweet-smelling, fragrant, aromatic	good (reputation, condition, results, etc.), favorable		http://jisho.org/word/%E8%8A%B3%E3%81%97%E3%81%84
53	搭乗	とうじょう	embarkation, boarding (a ship or aircraft)	Boarding (transport)		http://jisho.org/word/%E6%90%AD%E4%B9%97
53	虐待	ぎゃくたい	abuse, ill-treatment, maltreatment, mistreatment, cruelty	Abuse		http://jisho.org/word/%E8%99%90%E5%BE%85
53	土壌	どじょう	soil	breeding ground, fertile ground (for), foundation (for the development of ...)	Soil	http://jisho.org/word/%E5%9C%9F%E5%A3%8C
53	葵	あおい	mallow (any plant of family Malvaceae)	Asarum caulescens (species of wild ginger)	Aoi	http://jisho.org/word/%E8%91%B5
53	洗浄	せんじょう	washing, cleansing, cleaning, laundering	cleansing (one's mind and body)	Washing	http://jisho.org/word/%E6%B4%97%E6%B5%84
53	西瓜	すいか	watermelon (Citrullus lanatus)	Watermelon		http://jisho.org/word/%E8%A5%BF%E7%93%9C
53	鯉	こい	common carp (Cyprinus carpio), koi carp	Common carp		http://jisho.org/word/%E9%AF%89
53	胡瓜	きゅうり	cucumber (Cucumis sativus)	Cucumber		http://jisho.org/word/%E8%83%A1%E7%93%9C
53	渦巻き	うずまき	whirlpool, maelstrom, vortex, eddy, swirl	spiral (shape, pattern)	Spiral	http://jisho.org/word/%E6%B8%A6%E5%B7%BB%E3%81%8D
53	枯れ木	かれき	dead tree, withered tree	leafless tree, bare tree	Kareki	http://jisho.org/word/%E6%9E%AF%E3%82%8C%E6%9C%A8
53	寛大	かんだい	tolerant, generous, lenient, broad-minded, magnanimous			http://jisho.org/word/%E5%AF%9B%E5%A4%A7
53	惨事	さんじ	disaster, tragedy, tragic incident, horrible accident			http://jisho.org/word/%E6%83%A8%E4%BA%8B
53	繊細	せんさい	dainty, delicate (e.g. fingers), fine, slim	sensitive, delicate (feelings, sense, etc.), subtle		http://jisho.org/word/%E7%B9%8A%E7%B4%B0
53	投稿	とうこう	contribution (to a newspaper, magazine, etc.), submission, post (on a blog, social media, etc.)			http://jisho.org/word/%E6%8A%95%E7%A8%BF
53	急騰	きゅうとう	sudden rise (in price), sharp rise, jump, surge			http://jisho.org/word/%E6%80%A5%E9%A8%B0
53	丹念	たんねん	painstaking, careful, meticulous, scrupulous, detailed, elaborate			http://jisho.org/word/%E4%B8%B9%E5%BF%B5
53	高騰	こうとう	sharp rise (in prices), steep rise, substantial increase, soaring			http://jisho.org/word/%E9%AB%98%E9%A8%B0
53	残虐	ざんぎゃく	cruel, brutal, savage, barbarous			http://jisho.org/word/%E6%AE%8B%E8%99%90
53	店舗	てんぽ	shop, store			http://jisho.org/word/%E5%BA%97%E8%88%97
53	搭載	とうさい	loading (on a ship), equipping (an aircraft, car, etc.) with, being equipped with			http://jisho.org/word/%E6%90%AD%E8%BC%89
53	披露	ひろう	announcement, presentation, demonstration, displaying, showing, introducing, unveiling, revealing, performing			http://jisho.org/word/%E6%8A%AB%E9%9C%B2
53	啓発	けいはつ	enlightenment, development, edification, public awareness, illumination, education, inspiration			http://jisho.org/word/%E5%95%93%E7%99%BA
53	随時	ずいじ	whenever necessary, as needed, as required, as occasion demands	at any time, at all times		http://jisho.org/word/%E9%9A%8F%E6%99%82
53	虐殺	ぎゃくさつ	slaughter, massacre			http://jisho.org/word/%E8%99%90%E6%AE%BA
53	錦	にしき	brocade	fine dress, fine clothes		http://jisho.org/word/%E9%8C%A6
53	清浄	せいじょう	pure, clean, purity			http://jisho.org/word/%E6%B8%85%E6%B5%84
53	寛ぐ	くつろぐ	to relax, to feel at home			http://jisho.org/word/%E5%AF%9B%E3%81%90
53	頷く	うなずく	to nod, to bow one's head in assent, to agree			http://jisho.org/word/%E9%A0%B7%E3%81%8F
53	丹精	たんせい	working earnestly, sincerity, diligence, effort, pains			http://jisho.org/word/%E4%B8%B9%E7%B2%BE
53	暴騰	ぼうとう	sudden rise, sharp rise, boom, skyrocketing			http://jisho.org/word/%E6%9A%B4%E9%A8%B0
53	虐げる	しいたげる	to oppress, to persecute, to tyrannize			http://jisho.org/word/%E8%99%90%E3%81%92%E3%82%8B
53	襟元	えりもと	(around the) neck, nape	collar (at the front)		http://jisho.org/word/%E8%A5%9F%E5%85%83
53	皮膚病	ひふびょう	skin disease			http://jisho.org/word/%E7%9A%AE%E8%86%9A%E7%97%85
53	暴虐	ぼうぎゃく	tyranny, atrocity			http://jisho.org/word/%E6%9A%B4%E8%99%90
53	草稿	そうこう	notes, draft, manuscript			http://jisho.org/word/%E8%8D%89%E7%A8%BF
53	諭す	さとす	to make (someone) understand (a fault, mistake, etc.), to reason with, to advise, to try to persuade, to exhort, to admonish, to warn (against doing)			http://jisho.org/word/%E8%AB%AD%E3%81%99
53	脂身	あぶらみ	fat (of meat), fatty meat			http://jisho.org/word/%E8%84%82%E8%BA%AB
53	競艇	きょうてい	kyōtei, boat race, hydroplane racing event and gambling sport in Japan	Kyoutei	Kyōtei	http://jisho.org/word/%E7%AB%B6%E8%89%87
53	批准	ひじゅん	ratification	Ratification		http://jisho.org/word/%E6%89%B9%E5%87%86
53	元帥	げんすい	(field) marshal, (fleet) admiral, general of the army	Marshal		http://jisho.org/word/%E5%85%83%E5%B8%A5
53	曙	あけぼの	dawn, daybreak, beginning	Akebono		http://jisho.org/word/%E6%9B%99
53	浄土	じょうど	pure land (esp. the Western Pure Land paradise of Amitabha), (Buddhist) paradise	Pure Land Buddhism	Pure land	http://jisho.org/word/%E6%B5%84%E5%9C%9F
53	胡座	あぐら	sitting cross-legged (i.e. Indian style)	Agura		http://jisho.org/word/%E8%83%A1%E5%BA%A7
53	襟巻き	えりまき	scarf (esp. one worn for warmth), muffler	Scarf		http://jisho.org/word/%E8%A5%9F%E5%B7%BB%E3%81%8D
53	啓示	けいじ	(divine) revelation	Revelation		http://jisho.org/word/%E5%95%93%E7%A4%BA
53	胞子	ほうし	spore	Spore		http://jisho.org/word/%E8%83%9E%E5%AD%90
53	苗木	なえぎ	seedling, sapling, young tree	Naegi		http://jisho.org/word/%E8%8B%97%E6%9C%A8
53	追随	ついずい	following (in the footsteps of)	catching up with, coming level with		http://jisho.org/word/%E8%BF%BD%E9%9A%8F
53	総帥	そうすい	commander-in-chief, leader, head of a group of companies			http://jisho.org/word/%E7%B7%8F%E5%B8%A5
53	惨状	さんじょう	disastrous scene, terrible spectacle			http://jisho.org/word/%E6%83%A8%E7%8A%B6
53	艦艇	かんてい	naval vessels, warships			http://jisho.org/word/%E8%89%A6%E8%89%87
53	随所	ずいしょ	everywhere, all over the place, here and there, at every turn			http://jisho.org/word/%E9%9A%8F%E6%89%80
53	浄水	じょうすい	clean water, purified water			http://jisho.org/word/%E6%B5%84%E6%B0%B4
53	教諭	きょうゆ	(licensed) teacher			http://jisho.org/word/%E6%95%99%E8%AB%AD
53	皮膚科	ひふか	dermatology			http://jisho.org/word/%E7%9A%AE%E8%86%9A%E7%A7%91
53	自浄	じじょう	self-purification, self-cleansing			http://jisho.org/word/%E8%87%AA%E6%B5%84
53	余剰	よじょう	surplus, remainder, residue, margin, balance			http://jisho.org/word/%E4%BD%99%E5%89%B0
53	浄化	じょうか	purification	cleanup (e.g. of politics), purge		http://jisho.org/word/%E6%B5%84%E5%8C%96
53	啓蒙	けいもう	enlightenment, illumination			http://jisho.org/word/%E5%95%93%E8%92%99
53	蒙古	もうこ	Mongolia (region), Greater Mongolia, Mongolian Plateau	Mongols (nomadic tribe)	Mongolia	http://jisho.org/word/%E8%92%99%E5%8F%A4
53	稿料	こうりょう	manuscript fee, payment for a piece of writing			http://jisho.org/word/%E7%A8%BF%E6%96%99
53	統帥	とうすい	supreme command, high command			http://jisho.org/word/%E7%B5%B1%E5%B8%A5
53	苗床	なえどこ	seedbed, nursery, seed-plot			http://jisho.org/word/%E8%8B%97%E5%BA%8A
53	剰余金	じょうよきん	surplus, balance			http://jisho.org/word/%E5%89%B0%E4%BD%99%E9%87%91
53	不浄	ふじょう	unclean, dirty, impure	bathroom, toilet (room)	menstruation, menses	http://jisho.org/word/%E4%B8%8D%E6%B5%84
53	南緯	なんい	southern latitude			http://jisho.org/word/%E5%8D%97%E7%B7%AF
53	本舗	ほんぽ	head office, main shop			http://jisho.org/word/%E6%9C%AC%E8%88%97
53	緯線	いせん	parallel	Circle of latitude		http://jisho.org/word/%E7%B7%AF%E7%B7%9A
53	錦鯉	にしきごい	coloured carp, colored carp			http://jisho.org/word/%E9%8C%A6%E9%AF%89
53	真鯉	まごい	black carp, black koi			http://jisho.org/word/%E7%9C%9F%E9%AF%89
53	惨敗	ざんぱい	ignominious defeat, crushing failure, utterly beaten, overwhelming defeat			http://jisho.org/word/%E6%83%A8%E6%95%97
53	枯らす	からす	to let dry, to kill (vegetation), to season (lumber)			http://jisho.org/word/%E6%9E%AF%E3%82%89%E3%81%99
53	緋鯉	ひごい	red carp, golden carp			http://jisho.org/word/%E7%B7%8B%E9%AF%89
53	瓜	うり	melon, gourd			http://jisho.org/word/%E7%93%9C
53	蓮根	れんこん	lotus root			http://jisho.org/word/%E8%93%AE%E6%A0%B9
54	盆栽	ぼんさい	bonsai, miniature potted plant	Bonsai	Bonsai	http://jisho.org/word/%E7%9B%86%E6%A0%BD
54	鯨	くじら	whale (Cetacea spp.)	Whale		http://jisho.org/word/%E9%AF%A8
54	指紋	しもん	fingerprint	Fingerprint		http://jisho.org/word/%E6%8C%87%E7%B4%8B
54	誘拐	ゆうかい	abduction, kidnapping, kidnaping	Kidnapping		http://jisho.org/word/%E8%AA%98%E6%8B%90
54	勲章	くんしょう	decoration, order, medal	Order (honour)		http://jisho.org/word/%E5%8B%B2%E7%AB%A0
54	童謡	どうよう	children's song, nursery rhyme	Nursery rhyme		http://jisho.org/word/%E7%AB%A5%E8%AC%A1
54	卸売	おろしうり	wholesale, wholesaling	Wholesale		http://jisho.org/word/%E5%8D%B8%E5%A3%B2
54	鎌	かま	sickle	leading question, trick question	sickle-and-chain (weapon)	http://jisho.org/word/%E9%8E%8C
54	孤児院	こじいん	orphanage	Orphanage		http://jisho.org/word/%E5%AD%A4%E5%85%90%E9%99%A2
54	阿呆	あほ	fool, idiot, simpleton	Aho		http://jisho.org/word/%E9%98%BF%E5%91%86
54	疎外	そがい	alienation, estrangement, leaving (someone) out, casting out, cutting off, avoiding, giving the cold shoulder	Social alienation		http://jisho.org/word/%E7%96%8E%E5%A4%96
54	傲慢	ごうまん	haughty, arrogant, insolent, proud, overbearing	Pride		http://jisho.org/word/%E5%82%B2%E6%85%A2
54	痴漢	ちかん	molester, groper, masher, pervert	fool, idiot	Groping	http://jisho.org/word/%E7%97%B4%E6%BC%A2
54	和尚	おしょう	priestly teacher, preceptor	monk (esp. the head monk of a temple), priest, head priest	second highest priestly rank in Buddhism	http://jisho.org/word/%E5%92%8C%E5%B0%9A
54	倫理学	りんりがく	ethics, moral philosophy	Ethics		http://jisho.org/word/%E5%80%AB%E7%90%86%E5%AD%A6
54	音痴	おんち	tone deafness, amusia, having no ear for music	having no sense of (e.g. direction), being hopeless when it comes to (e.g. computers), -illiterate	Tone deafness	http://jisho.org/word/%E9%9F%B3%E7%97%B4
54	逸話	いつわ	anecdote	Anecdote		http://jisho.org/word/%E9%80%B8%E8%A9%B1
54	叙事詩	じょじし	descriptive poetry, epic poem	Epic poetry		http://jisho.org/word/%E5%8F%99%E4%BA%8B%E8%A9%A9
54	風呂屋	ふろや	public bathhouse	bathhouse proprietor	Furoya	http://jisho.org/word/%E9%A2%A8%E5%91%82%E5%B1%8B
54	疎通	そつう	(mutual) understanding, communication	passing without obstruction		http://jisho.org/word/%E7%96%8E%E9%80%9A
54	犠牲者	ぎせいしゃ	victim			http://jisho.org/word/%E7%8A%A0%E7%89%B2%E8%80%85
54	過酷	かこく	severe, harsh, hard, cruel, rigorous			http://jisho.org/word/%E9%81%8E%E9%85%B7
54	厳粛	げんしゅく	grave, solemn, serious	harsh (e.g. truth), hard, strict		http://jisho.org/word/%E5%8E%B3%E7%B2%9B
54	顕著	けんちょ	remarkable, striking, obvious			http://jisho.org/word/%E9%A1%95%E8%91%97
54	贈呈	ぞうてい	presentation (e.g. of a gift, etc.)			http://jisho.org/word/%E8%B4%88%E5%91%88
54	波紋	はもん	ripple, ring on the water	repercussions	Japanese slit drum, instrument made of iron with slits on top; makes a rippling sound	http://jisho.org/word/%E6%B3%A2%E7%B4%8B
54	時期尚早	じきしょうそう	premature			http://jisho.org/word/%E6%99%82%E6%9C%9F%E5%B0%9A%E6%97%A9
54	応酬	おうしゅう	exchange (of words, views, punches, cups, etc.), give-and-take	reply, answer, response, reciprocation, retort, riposte, tit for tat		http://jisho.org/word/%E5%BF%9C%E9%85%AC
54	無秩序	むちつじょ	disorder, chaos, confusion			http://jisho.org/word/%E7%84%A1%E7%A7%A9%E5%BA%8F
54	自粛	じしゅく	self-restraint, voluntary restraint, self-imposed control, self-discipline			http://jisho.org/word/%E8%87%AA%E7%B2%9B
54	倫理的	りんりてき	ethical			http://jisho.org/word/%E5%80%AB%E7%90%86%E7%9A%84
54	愚	ぐ	foolishness, silliness, stupidity, folly	I, me		http://jisho.org/word/%E6%84%9A
54	杏	あんず	apricot (Prunus armeniaca)			http://jisho.org/word/%E6%9D%8F
54	疎遠	そえん	estrangement, alienation, neglecting to stay in contact			http://jisho.org/word/%E7%96%8E%E9%81%A0
